,address,city,floor,id,latitude,longitude,price,rooms,sq,year
21504,Podgórze Zab³ocie Nadwiœlañska,Kraków,0,27955,50.0469432,19.99715344,730000,2,47.71,2014
21505,Mistrzejowice,Kraków,2,23993,50.09742625,20.00960263,529308,3,67.86,2020
21506,Stare Miasto Pi¹tkowo ul. Mateckiego,Poznañ,3,3057,52.461312,16.897866,431563,3,61.74,2019
21507,Nowe Miasto Rataje,Poznañ,2,1429,52.3901295,16.9535909,416608,3,51.71,2022
21508,Nowe Miasto Rataje os. Tysi¹clecia,Poznañ,1,2251,52.4006632,16.91973259,463000,3,78.9,1987
21509,Podgórze,Kraków,3,20164,50.0430999,19.9529614,480000,3,56,1986
21510,Praga-Po³udnie Goc³aw,Warszawa,6,11816,52.2286331,21.1065722,580200,2,55.13,2021
21511,Grzegórzki ul. Fabryczna,Kraków,2,28903,50.058444,19.9702351,657670,3,50.59,2021
21512,Podgórze Zab³ocie Stanis³awa Klimeckiego,Kraków,4,25839,50.0492242,19.9703793,369000,2,28.29,2020
21513,Stare Miasto Centrum,Poznañ,4,2900,52.3601021,16.84983412,449805,1,47,2020
21514,Dêbniki Federowicza,Kraków,1,28043,50.0142478,19.883217,420553.5,2,46.47,2021
21515,Weso³a Stara Mi³osna,Warszawa,0,16282,52.224792,21.2251737,480000,3,54.8,2007
21516,Œródmieœcie,Warszawa,7,17351,52.2328098,21.019067,888000,4,66,1963
21517,Wilda Dolna Wilda ul. Stefana Czarnieckiego,Poznañ,2,667,52.3941575,16.9162342,575035.2,3,62.64,2022
21518,Je¿yce Adama Mickiewicza,Poznañ,4,3449,52.4097878,16.9108509,992565,3,94.53,2020
21519,Podgórze Duchackie ul. Adama Bochenka,Kraków,2,28068,50.0109271,19.9742323,429180,3,62.2,2021
21520,Bie¿anów-Prokocim ul. Barbary,Kraków,1,18821,50.0151909,20.0246147,479000,3,61.7,1980
21521,Krowodrza Stara Krowodrza,Kraków,2,20159,50.0788515,19.928968,618900,2,50.73,2021
21522,Nowe Miasto Malta ul. Katowicka,Poznañ,5,4758,52.3973449,16.9619394,484852.5,2,58.77,2022
21523,Mokotów ul. Bia³ego Dêbu 1,Warszawa,2,7760,52.183924,21.042562,1358000,4,92.74,2021
21524,Grunwald,Poznañ,0,498,52.404212,16.882542,499000,3,67.53,2023
21525,Grunwald £awica Bu³garska,Poznañ,0,4554,52.4041619,16.8668109,616799.25,4,88.43,2020
21526,Dêbniki,Kraków,1,23587,50.0518611,19.9270367,997456,5,143.71,2022
21527,Pr¹dnik Czerwony,Kraków,8,26310,50.0859419,19.96660061,540000,3,60,1985
21528,Dêbniki Ruczaj dr. Jana Piltza,Kraków,0,23952,50.0076191,19.8888826,543000,3,49.28,2020
21529,Rembertów ul. Che³m¿yñska,Warszawa,1,6612,52.2459641,21.133045,269050.5,2,35.17,2022
21530,Ursynów Imielin Makol¹gwy,Warszawa,0,14419,52.2319581,21.0067249,480000,2,46,2002
21531,Wola Muranów Nowolipki,Warszawa,3,14422,52.2465341,20.9799083,499000,2,34,1951
21532,Dêbniki Barska,Kraków,8,27226,50.0471731,19.9322718,431795,1,28.32,2020
21533,Wilanów Bruzdowa 173,Warszawa,0,11617,52.1480654,21.1353524,428545,2,45.11,2022
21534,Targówek Bródno £ojewska,Warszawa,6,10385,52.2960608,21.0435715,350000,2,38,1980
21535,Praga-Po³udnie,Warszawa,2,13121,52.2373961,21.0712578,600000,2,54,2004
21536,Praga-Po³udnie Goc³aw ul. Ostrobramska,Warszawa,6,14038,52.2346714,21.0976177,446200,2,38.57,2020
21537,Grzegórzki ul. Fabryczna,Kraków,8,28861,50.058444,19.9702351,1468500,4,97.9,2021
21538,Praga-Po³udnie Goc³aw Meissnera,Warszawa,4,17097,52.22267195,21.09006929,860000,3,84.5,1984
21539,Mokotów al. gen. W³adys³awa Sikorskiego,Warszawa,8,11044,52.2319581,21.0067249,1299000,3,86,2010
21540,Mistrzejowice ul. Piasta Ko³odzieja,Kraków,6,28348,50.0986433,20.0132206,441988,2,47.02,2020
21541,Ursynów,Warszawa,3,9412,52.141039,21.0323214,740000,3,71,1994
21542,Dêbniki gen. Antoniego Józefa Madaliñskiego,Kraków,2,29164,50.0527679,19.9282413,1699000,4,93,2019
21543,Dêbniki gen. Antoniego Józefa Madaliñskiego,Kraków,2,18896,50.0527679,19.9282413,1147520,3,52.16,2019
21544,Grunwald,Poznañ,1,491,52.404212,16.882542,359000,2,46.43,2021
21545,Stare Miasto Kazimierz Masarska,Kraków,1,27704,50.0552076,19.9551087,870000,2,58,2016
21546,Wola Nowolipki,Warszawa,2,13554,52.2465341,20.9799083,310000,1,19.69,1955
21547,Krowodrza,Kraków,0,27626,50.07087985,19.91656312,291213,1,24.89,2021
21548,Wola Odolany Juliusza Konstantego Ordona,Warszawa,8,10790,52.2143854,20.9478636,1280000,4,83,2017
21549,Stare Miasto ul. D³uga Filipa,Kraków,3,26595,50.0469432,19.99715344,754000,3,77,1885
21550,Podgórze Walerego S³awka,Kraków,0,28747,50.0242313,19.959569,318000,2,32.71,2021
21551,Ochota,Warszawa,1,11745,52.212225,20.9726299,509000,2,38.72,2018
21552,Targówek Ludwika Kondratowicza,Warszawa,5,8718,52.291205,21.046546,650000,2,57.11,2002
21553,Wola ul. Marcina Kasprzaka,Warszawa,10,18142,52.22729845,20.95301421,264000,1,18,2021
21554,Mokotów Z³oty Potok,Warszawa,2,14632,52.1789967,21.0334932,322000,1,27.45,2022
21555,Mistrzejowice os. Piastów,Kraków,7,22867,50.1012069,20.0173643,480000,2,42,2017
21556,Nowe Miasto Malta ul. Katowicka,Poznañ,1,5693,52.3973449,16.9619394,348930,2,38.77,2022
21557,W³ochy,Warszawa,3,17139,52.1861093,20.9484377,574000,4,77,2021
21558,Ursynów,Warszawa,3,7541,52.141039,21.0323214,578000,2,49,1999
21559,Zwierzyniec Salwator gen. Tadeusza Koœciuszki,Kraków,2,27687,50.0469432,19.99715344,991270,3,58.31,2021
21560,Krowodrza Bronowicka,Kraków,5,20829,50.081021,19.8917439,480000,3,44.85,1970
21561,Stare Miasto,Kraków,1,18763,50.0590398,19.9371683,286000,1,19.5,1935
21562,Wola,Warszawa,4,12336,52.2362379,20.9547815,445000,1,35,1951
21563,Podgórze Duchackie Wola Duchacka,Kraków,1,29750,50.0146222,19.953758,549000,3,68.64,2021
21564,Podgórze Duchackie Wola Duchacka Walerego S³awka,Kraków,1,23688,50.0205244,19.9601785,519000,3,60.23,2021
21565,Praga-Pó³noc ul. Szwedzka,Warszawa,1,11890,52.2634539,21.0453302,662000,2,54.24,2020
21566,Grunwald,Poznañ,2,1224,52.404212,16.882542,410020,2,49.4,1905
21567,Grzegórzki D¹bie,Kraków,0,22607,50.0587985,19.9758208,615832,3,62.84,2021
21568,Podgórze Duchackie ul. Walerego S³awka,Kraków,0,24764,50.0242313,19.959569,549000,3,57.11,2021
21569,Podgórze Duchackie Walerego S³awka,Kraków,3,24414,50.0242313,19.959569,729000,4,84.17,2021
21570,Mistrzejowice Bohaterów Wrzeœnia,Kraków,0,22866,50.0987686,20.0125241,465000,2,47.5,2005
21571,Praga-Pó³noc,Warszawa,2,14343,52.2648843,21.0273442,740000,3,62.5,1994
21572,Œródmieœcie,Warszawa,4,8629,52.2328098,21.019067,510000,1,25,1980
21573,Bia³o³êka Nowodwory Strumykowa,Warszawa,0,7090,52.3310893,20.9470195,479000,2,58,2003
21574,Ursus ul. Dzieci Warszawy,Warszawa,2,9912,52.1906514,20.9125341,487202,3,51.83,2021
21575,Nowe Miasto Malta,Poznañ,0,2334,52.40739345,16.97946707,332316,2,36.72,2021
21576,Ursus gen. Kazimierza Sosnkowskiego,Warszawa,3,11828,52.1944944,20.8831255,460000,2,47.36,1997
21577,Nowe Miasto Rataje,Poznañ,2,5432,52.3901295,16.9535909,365000,2,38,2001
21578,Mistrzejowice,Kraków,9,23551,50.09742625,20.00960263,249000,1,25,1970
21579,Je¿yce Winiary Pi¹tkowska,Poznañ,1,4672,52.4006632,16.91973259,289000,1,38.8,1930
21580,Pr¹dnik Bia³y Henryka Pachoñskiego,Kraków,4,18862,50.0949773,19.92040549,462000,3,47,1979
21581,Bronowice Bronowicka,Kraków,3,25923,50.0778251,19.90068099,498500,3,44,1974
21582,Stare Miasto Wilczak Wilczak 16 A,Poznañ,0,6164,52.4300916,16.95147258,474711,3,60.09,2020
21583,Podgórze P³aszów p³k. Ryszarda Kukliñskiego,Kraków,1,25506,50.04450785,19.9731901,402000,2,34,2020
21584,Podgórze P³aszów Seweryna Goszczyñskiego,Kraków,3,26045,50.0372338,19.9917518,448162,3,48.45,2021
21585,Œródmieœcie Œródmieœcie Pó³nocne Aleje Jerozolimskie,Warszawa,4,10475,52.22876935,21.00335621,1355000,6,118.3,1911
21586,Krowodrza,Kraków,3,21321,50.07087985,19.91656312,440000,1,44,1956
21587,Stare Miasto Pi¹tkowo,Poznañ,0,2701,52.4006632,16.91973259,390000,3,59,1986
21588,Mokotów Wa³brzyska,Warszawa,4,18253,52.1729585,21.0249507,779000,3,65.4,1994
21589,Mokotów Boryszewska,Warszawa,3,8472,52.2017852,21.0259532,1878000,4,107,2020
21590,Wilda ul. Ignacego Pr¹dzyñskiego,Poznañ,1,2531,52.4006632,16.91973259,495000,3,61,1910
21591,wielkopolskie,Poznañ,0,1021,52.4006632,16.91973259,250000,2,45.75,1930
21592,Bielany S³odowiec,Warszawa,2,17710,52.2737054,20.9611986,529400,2,42.5,2021
21593,Podgórze gen. Tadeusza Kutrzeby,Kraków,2,29614,50.0406621,19.9422628,590000,2,52.83,1960
21594,Grzegórzki,Kraków,0,27307,50.06497215,19.96882552,349900,2,30.5,1892
21595,Podgórze Duchackie ul. Walerego S³awka,Kraków,5,24800,50.0242313,19.959569,449000,2,45.32,2021
21596,Wzgórza Krzes³awickie ul.Gustawa Morcinka,Kraków,3,26705,50.1047809,20.0362743,299805,2,43.45,2022
21597,Ochota Stara Ochota Okolice Placu Narutowicza,Warszawa,0,6651,52.2188891,20.9832444,465000,1,30,1937
21598,Stare Miasto Topolowa,Kraków,3,19574,50.0666513,19.95419,380000,1,23,1918
21599,Bia³o³êka Pod³u¿na,Warszawa,1,6913,52.3197321,21.0747339,450000,2,51.5,2008
21600,Grunwald £azarz,Poznañ,2,1221,52.40537,16.90232989,857071,4,108.49,1910
21601,Praga-Po³udnie Goc³aw gen. Leopolda Okulickiego,Warszawa,4,6982,52.2294145,21.0971459,879000,5,127,1995
21602,Bemowo Metro Lazurowa,Warszawa,2,14770,52.2272547,20.89711,402000,2,36.5,2022
21603,Grzegórzki ul. Grzegórzecka,Kraków,2,28687,50.0587885,19.9500605,448742,1,33.74,2020
21604,Dêbniki Rzemieœlnicza,Kraków,6,22443,50.0469432,19.99715344,699000,3,64.89,2021
21605,Podgórze P³aszów ul. Przewóz,Kraków,4,26554,50.0435196,20.0712999,538098,3,57.86,2022
21606,Stare Miasto ¯elazna,Kraków,1,28077,50.0745345,19.9464297,222700,1,16.5,2021
21607,Podgórze Przewóz,Kraków,1,28194,50.0435196,20.0712999,760000,5,79.5,2014
21608,Mokotów,Warszawa,9,17744,52.1939874,21.0457809,560000,3,47,1965
21609,Grunwald Górczyn ul. Ceglana,Poznañ,1,3489,52.3709933,16.8631459,697872,4,75.04,2020
21610,Nowa Huta,Kraków,2,26424,50.08061865,20.1293322,410000,2,38,1950
21611,Grunwald Jeleniogórska 1/3,Poznañ,4,5586,52.404212,16.882542,282486,1,31.74,2021
21612,Bronowice Bronowice Ma³e ul. ks. Stanis³awa Truszkowskiego,Kraków,0,29417,50.0933216,19.8731968,560949,4,72.86,2022
21613,Stare Miasto Zyblikiewicza,Kraków,0,24668,50.0605245,19.9441727,380000,1,22.9,1910
21614,Wola ul. Ludwiki,Warszawa,1,6503,52.230116,20.9608855,1159000,5,98.79,2001
21615,Wola Mirów Siedmiogrodzka,Warszawa,2,6636,52.2316242,20.9722607,1347000,3,70.9,2016
21616,Zwierzyniec Salwator gen. Tadeusza Koœciuszki,Kraków,1,28096,50.0469432,19.99715344,652925,1,37.31,2021
21617,Je¿yce Wola ul. Janusza Meissnera,Poznañ,1,3382,52.4181388,16.8637337,549591.9,3,72.41,2022
21618,Pr¹dnik Czerwony Dobrego Pasterza,Kraków,4,19255,50.0878647,19.9683977,350000,1,26.62,2012
21619,Podgórze Duchackie Wola Duchacka Walerego S³awka,Kraków,1,27779,50.0205244,19.9601785,749000,4,88.73,2021
21620,Œródmieœcie,Warszawa,0,17352,52.2328098,21.019067,425000,1,28,1972
21621,Nowa Huta Czy¿yny Nowohucka 46,Kraków,0,30108,50.0558029,19.9993305,530190,2,61.65,2022
21622,Bia³o³êka Strumykowa,Warszawa,3,12445,52.3310893,20.9470195,540000,3,73,2004
21623,Bemowo,Warszawa,0,8571,52.2389738,20.9132881,590000,3,53,2010
21624,Bie¿anów-Prokocim Wielicka 179,Kraków,3,27888,50.0102971,20.00857,445536,2,48.96,2021
21625,Bieñczyce,Kraków,1,19656,50.08605125,20.02922626,350000,3,46,1965
21626,Dêbniki Stare Dêbniki Kazimierza Pu³askiego,Kraków,4,19367,50.0506457,19.9293082,1032000,3,68.81,2015
21627,W³ochy,Warszawa,1,13154,52.1861093,20.9484377,1199000,4,101,1995
21628,W³ochy Stare W³ochy,Warszawa,1,16646,52.1627414,20.9611854,599000,3,53.99,2021
21629,Dêbniki Ruczaj,Kraków,3,27478,50.0230156,19.9083637,839000,4,110,2012
21630,Podgórze Duchackie Wola Duchacka Walerego S³awka,Kraków,0,20408,50.0205244,19.9601785,489000,3,55.2,2021
21631,Je¿yce Podolany Jasielska,Poznañ,0,4469,52.4425069,16.8935656,450000,2,56.48,2017
21632,Rembertów Che³m¿yñska,Warszawa,3,17255,52.2459641,21.133045,393300,3,55,2021
21633,Bia³o³êka Tarchomin,Warszawa,5,15130,52.32069265,20.97083387,399000,2,48,2020
21634,Wilanów Sarmacka,Warszawa,0,7563,52.1656517,21.0767961,990000,3,80,2007
21635,Nowa Huta os. Na Wzgórzach,Kraków,2,20245,50.09291,20.06104122,458000,2,56.66,1999
21636,Wilanów,Warszawa,0,8339,52.1530829,21.1104411,612000,2,41.7,2015
21637,Bia³o³êka Augustów Belliniego,Warszawa,1,10876,52.3449263,21.0492064,375000,2,37,2017
21638,Praga-Po³udnie ul. Kokoryczki,Warszawa,1,6344,52.2350825,21.1232699,447663,2,41.07,2020
21639,Stare Miasto Wilczak Wilczak 16 A,Poznañ,4,2599,52.4300916,16.95147258,468000,3,60,2020
21640,Stare Miasto Garbary Garbary,Poznañ,3,2806,52.4035144,16.9330211,407224,1,39.97,2020
21641,Podgórze,Kraków,3,21898,50.0430999,19.9529614,475000,3,54.1,1997
21642,Nowe Miasto Malta ul. Katowicka,Poznañ,3,5796,52.3973449,16.9619394,308750,2,32.5,2022
21643,Mokotów,Warszawa,3,6623,52.1939874,21.0457809,698449,3,66,2020
21644,Œródmieœcie,Warszawa,1,13601,52.2328098,21.019067,360000,1,20,1950
21645,Mokotów S³u¿ewiec,Warszawa,4,7728,52.17091075,21.01561259,799890,3,61,2020
21646,Bia³o³êka,Warszawa,1,10214,52.3196649,21.0211773,500000,3,63.5,2000
21647,Je¿yce Podolany ul. Druskienicka,Poznañ,4,639,52.4469863,16.8890994,290000,2,31,2020
21648,£agiewniki-Borek Fa³êcki £agiewniki,Kraków,0,22891,50.0232502,19.9346479,580000,2,52.5,2016
21649,Nowa Huta,Kraków,1,20983,50.08061865,20.1293322,375000,2,38,1970
21650,Mistrzejowice,Kraków,2,24013,50.09742625,20.00960263,570960,4,73.2,2020
21651,Wilda,Poznañ,1,2165,52.3897748,16.9174381,435000,2,63,1940
21652,Targówek,Warszawa,10,14344,52.2751918,21.0580854,580000,3,60.9,1977
21653,Podgórze Tuchowska,Kraków,0,18911,49.9924876,19.9705962,305000,1,36.22,2002
21654,Mokotów Cybernetyki,Warszawa,1,17690,52.1775042,20.9878921,909000,4,91.29,2020
21655,Mokotów Górny Mokotów,Warszawa,2,7974,52.1926848,21.0107885,720000,2,66.87,1950
21656,Wola Muranów przy Ogrodzie Krasiñskich / winda / widok / metro,Warszawa,8,9008,52.179845,21.02371529,864000,3,72.3,1953
21657,Dêbniki,Kraków,3,28895,50.0518611,19.9270367,1683193,4,92.05,2019
21658,Bie¿anów-Prokocim Prokocim ul. Nad Potokiem,Kraków,0,22794,50.0143773,20.0197961,409000,3,46.9,1977
21659,Stare Miasto,Poznañ,1,2218,52.4087213,16.9336538,544000,4,76,2021
21660,Wzgórza Krzes³awickie ul.Gustawa Morcinka,Kraków,0,26675,50.1047809,20.0362743,197028,1,25.26,2022
21661,Stare Miasto Naramowice,Poznañ,4,223,52.4496489,16.9494082,295353,2,38.11,2022
21662,Dêbniki Kliny-Zacisze bpa. A. Ma³ysiaka,Kraków,4,29799,49.9988318,19.8938784,481344,3,69.76,2021
21663,Ursynów,Warszawa,3,17646,52.141039,21.0323214,1900000,4,136.01,1996
21664,Podgórze Lipska,Kraków,0,26590,50.0454593,20.0002025,600000,4,66.4,2020
21665,Nowe Miasto Rataje,Poznañ,4,940,52.3901295,16.9535909,320928,2,38.48,2022
21666,Mistrzejowice,Kraków,1,23549,50.09742625,20.00960263,299000,2,31.5,2020
21667,Pr¹dnik Czerwony,Kraków,1,30261,50.0859419,19.96660061,692496,3,82.44,2021
21668,Stare Miasto,Kraków,2,28179,50.0590398,19.9371683,659000,2,64,1912
21669,Wilda Antoniego Kosiñskiego,Poznañ,4,2496,52.3893163,16.9183069,439900,2,75.9,1920
21670,Grzegórzki,Kraków,2,26270,50.06497215,19.96882552,615832,3,62.84,2021
21671,Œródmieœcie Pilotów,Kraków,4,21413,50.0789571,19.9715267,750000,3,58.68,2007
21672,Grzegórzki,Kraków,4,29356,50.06497215,19.96882552,364250,2,29.14,2020
21673,Zwierzyniec Wola Justowska Jesionowa,Kraków,0,18756,50.067974,19.8748544,829000,3,74.7,2020
21674,Mokotów Sielce Jurija Gagarina,Warszawa,2,16363,52.2069969,21.0483493,1120000,2,64,2015
21675,Stare Miasto,Kraków,2,29484,50.0590398,19.9371683,529620,2,40.74,1920
21676,Œródmieœcie Z³ota,Warszawa,10,11983,52.23095545,21.00117599,4300000,4,101,2015
21677,Podgórze Duchackie ul. Walerego S³awka,Kraków,5,24736,50.0242313,19.959569,539000,3,59.1,2021
21678,Podgórze P³aszów,Kraków,1,27218,50.0345327,19.9754459,563232,4,58.67,2021
21679,Wola S³awiñska,Warszawa,2,16810,52.224905,20.9710013,406000,1,30,2017
21680,Dêbniki Kliny-Zacisze Zawi³a,Kraków,0,27585,50.0071347,19.9246501,433862,3,58.63,2020
21681,Nowe Miasto Chartowo,Poznañ,4,4404,52.3889605,16.9800715,739950,5,98.66,2021
21682,Bie¿anów-Prokocim Bie¿anów Agatowa,Kraków,3,20796,50.0225216,20.0481276,445608,4,61.89,2021
21683,Grzegórzki œw. £azarza,Kraków,1,22801,50.0624693,19.95145012,687500,1,44.36,2015
21684,Zwierzyniec Wola Justowska Pylna,Kraków,0,29443,50.0727011,19.8563908,449000,2,45.5,2021
21685,Grzegórzki Olsza,Kraków,2,20713,50.0789773,19.9605879,530000,4,57.19,2020
21686,Podgórze Duchackie Szpakowa,Kraków,3,21024,50.0130106,19.9792793,319000,2,40.32,2021
21687,Ursynów ul. Kazimierza Sotta ,Warszawa,3,14905,52.1435285,21.067115,812630,2,62.51,2021
21688,Rembertów Szukasz mieszkania z du¿ym ogródkiem. SprawdŸ>>,Warszawa,0,16310,52.2319581,21.0067249,484794,4,70.26,2022
21689,Grunwald Kazimierza Jarochowskiego,Poznañ,3,2046,52.3977037,16.8953864,399999,4,62.3,1980
21690,Mistrzejowice os. Bohaterów Wrzeœnia,Kraków,4,23265,50.0987686,20.0125241,379000,3,59.7,1980
21691,Bemowo franciszka Kawy 6,Warszawa,5,11013,52.2616183,20.9193548,625000,3,70,1990
21692,Mokotów Sielce Górska 6/10,Warszawa,2,11461,51.9920722,4.2047959,540000,2,43.85,1955
21693,Wawer Anin Kajki,Warszawa,1,12062,52.2172369,21.1645044,915000,4,109,2007
21694,Dêbniki Ruczaj Lubostroñ,Kraków,3,22798,50.0164056,19.8896205,415000,2,41,2014
21695,Bie¿anów-Prokocim R¿¹ka ul. Alberta Schweitzera,Kraków,0,18933,50.0060091,20.0114983,390000,2,38,1993
21696,Mokotów ul. Domaniewska 34B,Warszawa,2,9293,52.1839266,21.008725,690300,3,61.84,2022
21697,Stare Miasto Kazimierz ul. Starowiœlna,Kraków,1,19081,50.0469432,19.99715344,590000,2,51.98,1965
21698,Grunwald £azarz ul. G¹siorowskich,Poznañ,0,75,52.4006632,16.91973259,405216,2,37.52,2019
21699,Stare Miasto Centrum,Poznañ,4,1181,52.3601021,16.84983412,1150000,4,90.1,2015
21700,Pr¹dnik Bia³y Józefa Mackiewicza,Kraków,3,19927,50.0937742,19.9478821,499000,3,60,1986
21701,Œródmieœcie ul. Grzybowska,Warszawa,5,15873,52.2357458,20.9937207,649000,3,57.71,1972
21702,Bemowo ul. Powstañców Œl¹skich,Warszawa,1,7586,52.2391078,20.9130415,995000,3,86,2008
21703,Grunwald £azarz,Poznañ,4,49,52.40537,16.90232989,582822,3,67.77,1910
21704,Grzegórzki ul. Fabryczna,Kraków,5,20355,50.058444,19.9702351,518665,1,35.77,2021
21705,£agiewniki-Borek Fa³êcki £agiewniki ul. Totus Tuus,Kraków,0,19173,50.0125315,19.9376076,655500,3,57,2022
21706,Grzegórzki ul. Fabryczna,Kraków,7,28920,50.058444,19.9702351,734300,3,52.45,2021
21707,Stare Miasto Naramowice ul. Czarnucha,Poznañ,0,1845,52.4499763,16.9527562,422072.1,3,60.21,2022
21708,£agiewniki-Borek Fa³êcki,Kraków,0,21527,50.0199633,19.9294446,899470,3,81.8,2018
21709,Bronowice Wizjonerów ,Kraków,1,28232,50.0833247,19.86978365,760000,3,70,2018
21710,Podgórze Bonarka Sebastiana Klonowica,Kraków,3,25354,50.0197558,19.9528554,543120,2,67.89,2020
21711,Pr¹dnik Bia³y Henryka Pachoñskiego,Kraków,1,19648,50.0949773,19.92040549,483739,3,49.87,2021
21712,Œródmieœcie Powiœle Przemys³owa,Warszawa,5,17134,52.2229605,21.0377244,759000,2,51.41,2019
21713,Bronowice Bronowice Ma³e ul. ks. Stanis³awa Truszkowskiego,Kraków,0,29421,50.0933216,19.8731968,711118,5,96.11,2022
21714,Je¿yce Golêcin,Poznañ,3,2563,52.4326105,16.8850598,329415,2,46.11,2020
21715,Podgórze ul. Józefiñska 33,Kraków,1,25424,50.0454985,19.9546123,469800,1,34.85,2020
21716,Je¿yce Winiary,Poznañ,3,2080,52.42260185,16.91753001,610000,5,80.58,2020
21717,Targówek Micha³a Kleofasa Ogiñskiego,Warszawa,4,10643,52.2886923,21.0237394,460000,2,41,1974
21718,Œródmieœcie,Warszawa,1,16799,52.2328098,21.019067,579000,2,47,1952
21719,Grzegórzki Olsza,Kraków,3,23170,50.0789773,19.9605879,329000,2,35,1980
21720,Grzegórzki Podgórska,Kraków,3,25026,50.0529545,19.957505,897600,3,74.8,2020
21721,Ochota,Warszawa,0,17388,52.212225,20.9726299,1350000,5,137,2001
21722,Grunwald,Poznañ,4,2293,52.404212,16.882542,617000,3,72.09,2022
21723,Wola Jana Kazimierza,Warszawa,5,17256,52.2245316,20.9479724,649000,2,43.75,2020
21724,Praga-Pó³noc Jagielloñska,Warszawa,4,18266,52.2512338,21.0349704,699000,4,86,1984
21725,Bia³o³êka,Warszawa,1,18190,52.3196649,21.0211773,460000,3,57,2010
21726,Praga-Po³udnie Kamionkowska,Warszawa,2,14304,52.2471783,21.0632345,1290000,4,97,1936
21727,Bia³o³êka Skarbka z Gór,Warszawa,1,13081,52.3228184,21.0576574,490000,3,57.7,2012
21728,Grzegórzki Olsza Gdañska,Kraków,3,24518,50.080686,19.9572075,516061,4,56.71,1965
21729,Podgórze ul. Stanis³awa Klimeckiego,Kraków,2,24840,50.0492242,19.9703793,779000,3,78.59,2021
21730,Krowodrza,Kraków,2,21238,50.07087985,19.91656312,1160000,4,120.1,1937
21731,Wola,Warszawa,3,7194,52.2362379,20.9547815,822375,2,38.25,2018
21732,Krowodrza Królewska,Kraków,3,29684,50.073512,19.9149277,479000,2,37.1,1930
21733,Podgórze Zab³ocie Romana Kie³kowskiego,Kraków,0,23042,50.0449347,19.9697746,534360,2,43.8,2021
21734,Krowodrza,Kraków,5,27606,50.07087985,19.91656312,682095,4,61.45,2021
21735,Grzegórzki ul. p³k. Francesco Nullo,Kraków,5,20802,50.0469432,19.99715344,907872,3,81.06,2022
21736,Ochota ul. W³odarzewska,Warszawa,6,13574,52.2013207,20.9627181,640000,2,51.91,2008
21737,Nowe Miasto Staro³êka,Poznañ,2,159,52.3664351,16.9440977,188000,2,33.67,2021
21738,¯oliborz,Warszawa,0,11937,52.2675944,20.9796975,870000,3,62.2,2011
21739,Mistrzejowice Piastów,Kraków,3,25757,50.1012069,20.0173643,635000,3,63.6,2020
21740,Ursus,Warszawa,3,6420,52.1960985,20.8828989,460000,2,47.36,1997
21741,Ursus ul. Królów Polskich,Warszawa,1,7507,52.1972342,20.8614118,410000,2,40.1,2003
21742,Nowe Miasto Chartowo,Poznañ,4,4358,52.3889605,16.9800715,469000,4,80.6,1980
21743,Grzegórzki Olsza Lublañska,Kraków,1,28156,50.0851795,19.961948,440000,2,43,2021
21744,Bia³o³êka Leona Berensona,Warszawa,1,10687,52.3246245,21.0547602,435438,3,56.92,2020
21745,Grunwald ul. Rembertowska,Poznañ,3,820,52.3870691,16.8687183,690000,3,63,2019
21746,Nowa Huta,Kraków,1,24096,50.08061865,20.1293322,630000,3,64,1980
21747,Wzgórza Krzes³awickie ul.Gustawa Morcinka,Kraków,0,26647,50.1047809,20.0362743,382168,3,61.64,2022
21748,Stare Miasto Winogrady,Poznañ,0,4935,52.4348647,16.9383531,550467.9,3,75.51,2020
21749,Podgórze Duchackie ul. Walerego S³awka,Kraków,3,24730,50.0242313,19.959569,429000,2,46.7,2021
21750,Mokotów S³u¿ewiec NiedŸwiedzia,Warszawa,0,17245,52.2319581,21.0067249,1738188,4,109.32,2021
21751,Bie¿anów-Prokocim Aleksandry,Kraków,2,22065,50.0125868,20.0194086,425000,2,48,1995
21752,Ochota Dickensa,Warszawa,3,16700,52.2084537,20.9638192,1053000,3,78,2009
21753,Pr¹dnik Bia³y Szymona Zimorowicza,Kraków,0,22300,50.0950503,19.9284425,461000,3,52,2020
21754,Œródmieœcie Chmielna,Warszawa,3,9904,52.2324839,21.0175323,3390000,4,150,1910
21755,Weso³a ul. Jana Kochanowskiego,Warszawa,5,7943,52.2671886,20.95270866,895000,3,83,2001
21756,Praga-Pó³noc Siedlecka,Warszawa,7,11637,52.2580013,21.0550271,359000,2,37,1980
21757,Je¿yce Winiary œw. Leonarda,Poznañ,2,2206,52.4333637,16.91164347,610000,5,78.89,2021
21758,Ursus,Warszawa,0,8681,52.1960985,20.8828989,375000,2,41,1962
21759,Ursynów K³obucka,Warszawa,3,6410,52.1599734,20.99091619,659000,2,48.65,2019
21760,Bemowo Wroc³awska,Warszawa,2,13172,52.2520293,20.9246864,758000,3,63.37,2005
21761,Mokotów,Warszawa,0,10698,52.1939874,21.0457809,580000,2,41,2015
21762,Grunwald £azarz Marcelego Mottego,Poznañ,2,2850,52.3941459,16.9055246,285000,2,38.92,1910
21763,Dêbniki Kliny-Zacisze Borkowska,Kraków,1,26837,50.0033424,19.9040614,365000,2,38.38,2015
21764,Wilda Fabryczna,Poznañ,0,1625,52.3869064,16.9108319,282900,1,26.62,1902
21765,Praga-Po³udnie,Warszawa,3,8497,52.2373961,21.0712578,1300000,5,115.6,2013
